clipname,namefirst,namelast,setting,ppl,sessionname,sessionnotes,startdate,name,id
"""Heaven Is My Goal""",,,Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1218
"""Jesus Traveled On This Road Before""",,,St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1219
"""Jesus Traveled On This Road Before""",,,Funeral parade / Armstrong Park,New Orleans,"Funeral parade for Marshall Poland, Sr.","Funeral parade for Marshall Poland, Sr., led by Grand Marshall Gloria Irving and the Dirty Dozen Brass Band. After parade, shots of band in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass d",1982-05-15T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1220
"""I'm Alabama Bound"" (Robert Hoffman arrangement)",,,,New Orleans,Tulane Jazz Colloquium,"Performance by Bill Russellâs John Robicheaux Orchestra at Tulane's Jazz Colloquium. Bill Russell, violin; Lionel Ferbos, trumpet; John Robicheaux, drums; Frank Fields, bass; Morton Larson, piano; Glen Wilson, clarinet; Paul Crawford, trombone.",1982-05-06T04:00:00.000Z,New Orleans 1982,1221
"""Sidewinder"" (camera A)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1222
"""Sidewinder"" (camera A)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1223
Jackson Square (I),,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1224
Track-lining song (VII),,,Railroad track near Greenville,Greenville,Track-lining reenactment,"Retired railroad crew workers re-enact a track-lining, with song.",1978-08-31T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1225
Track-lining song (VII),,,,New Orleans,White Eagles Indian Parade,Short clips of a parade with Big Chief Jake Millon and his White Eagles Indians.,1982-05-01T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1226
"""Blue Monk"" (camera B)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1227
"""Blue Monk"" (camera B)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1228
Double-jointed man,,,Picnic,Como,Como fife & drum picnic,"Performances of Napolian [sic] Strickland and the Como Drum Corps at a picnic hosted by David (last name indecipherable). All performances Napolian Strickland, fife (and harmonica, where noted); Como Drum Corps (members unidentified), bass and snare drums",1978-08-25T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1229
Double-jointed man,,,,New Orleans,Big Chief Jake and Witch Doctor Bird,Footage of Witch Doctor Bird and his Mardi Gras Indian costumes; interviews with Bird and Big Chief Jake Millon.,1982-05-21T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1230
"""Little Liza Jane"" (camera B)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1231
"""Little Liza Jane"" (camera B)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1232
"""I Ate Up the Apple Tree"" (camera A)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1233
"""I Ate Up the Apple Tree"" (camera A)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1234
"""Iâm Alone Because I Love You"" (camera A)",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1235
"""Lickety Split"" (camera B)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1236
"""Lickety Split"" (camera B)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1237
"""I Ainât Gonna Stand For It"" (camera A)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1238
"""I Ainât Gonna Stand For It"" (camera A)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1239
"""Thank You Jesus / Keep On Riding""",,,Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1240
"""Thank You Jesus / Keep On Riding""",,,Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1241
Levee camp conversation (IX),,,Armstrong Park,New Orleans,Armstrong Park,"Dirty Dozen Brass Band performance (May 15) and interviews with Greg Davis & Roger Lewis of the band (May 16) in Armstrong Park. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Rog",1982-05-15T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1242
"""Ticklish Rag""",,,,New Orleans,Tulane Jazz Colloquium,"Performance by Bill Russellâs John Robicheaux Orchestra at Tulane's Jazz Colloquium. Bill Russell, violin; Lionel Ferbos, trumpet; John Robicheaux, drums; Frank Fields, bass; Morton Larson, piano; Glen Wilson, clarinet; Paul Crawford, trombone.",1982-05-06T04:00:00.000Z,New Orleans 1982,1243
Lomax and Jaffe on jazz renaissance (V),,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1244
Dancing teens,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1245
Russell and Lomax on brass band evolution...,,,At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1246
Alan Lomax and Glass House clientele (II),,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1247
Alan Lomax and Glass House clientele (II),,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1248
"""My Creole Belle""",,,,New Orleans,Tulane Jazz Colloquium,"Performance by Bill Russellâs John Robicheaux Orchestra at Tulane's Jazz Colloquium. Bill Russell, violin; Lionel Ferbos, trumpet; John Robicheaux, drums; Frank Fields, bass; Morton Larson, piano; Glen Wilson, clarinet; Paul Crawford, trombone.",1982-05-06T04:00:00.000Z,New Orleans 1982,1249
Band introductions,,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1250
"""Caravan""",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1251
"""Caravan""",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1252
St. Philip St.,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1253
Street scenes,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1254
"""Struttinâ With Some Barbecue"" (camera A)",,,On the Greenville levee,Greenville,Levee camp workers and roustabouts,"Another session with Walter Brown and Joe Savage, discussing both their levee camp work and their time as roustabouts on the Mississippi River. They are joined by a man named Arthur, whose last name was not recorded.",1978-09-02T04:00:00.000Z,New Orleans 1982,1255
"""Struttinâ With Some Barbecue"" (camera A)",,,,New Orleans,New Orleans Jazz Reunion,"A ""New Orleans Jazz Reunion"" jam session, with spotty sound and remarks by Danny Barker, Al Rose, and Richard Allen. Posthumous award ceremony MCâd by Janette Kimball. Band includes Jeff Riddick, Lester Alexis, Danny Barker, Jimmy LaRocca, Edward Franks,",1982-05-01T04:00:00.000Z,New Orleans 1982,1256
"""Blueberry Hill""",,,Mother-In-Law Lounge,New Orleans,Mother-In-Law Lounge,Ernie K-Doe and band at K-Doe's Mother-In-Law Lounge. Sound intermittent.,1982-05-01T04:00:00.000Z,New Orleans 1982,1257
"""Thatâs How You Got Killed Before""",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1258
"""Thatâs How You Got Killed Before""",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1259
Oak St.,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1260
Track-lining song (VIII),,,Railroad track near Greenville,Greenville,Track-lining reenactment,"Retired railroad crew workers re-enact a track-lining, with song.",1978-08-31T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1261
Track-lining song (VIII),,,,New Orleans,White Eagles Indian Parade,Short clips of a parade with Big Chief Jake Millon and his White Eagles Indians.,1982-05-01T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1262
"""When the Saints Go Marching In"" (camera B)",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1263
Witch Doctor's Mardi Gras Indian costumes (III),,,Picnic,Como,Como fife & drum picnic,"Performances of Napolian [sic] Strickland and the Como Drum Corps at a picnic hosted by David (last name indecipherable). All performances Napolian Strickland, fife (and harmonica, where noted); Como Drum Corps (members unidentified), bass and snare drums",1978-08-25T04:00:00.000Z,New Orleans 1982,1264
Witch Doctor's Mardi Gras Indian costumes (III),,,,New Orleans,Big Chief Jake and Witch Doctor Bird,Footage of Witch Doctor Bird and his Mardi Gras Indian costumes; interviews with Bird and Big Chief Jake Millon.,1982-05-21T04:00:00.000Z,New Orleans 1982,1265
Joke about a sick man,,,,New Orleans,Treme Interviews,Interview with Iona Raybon and Beatrice Austin in the Treme neighborhood.,1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1266
"""Wolverine Blues""",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1267
"""Struttinâ With Some Barbecue"" (camera B)",,,On the Greenville levee,Greenville,Levee camp workers and roustabouts,"Another session with Walter Brown and Joe Savage, discussing both their levee camp work and their time as roustabouts on the Mississippi River. They are joined by a man named Arthur, whose last name was not recorded.",1978-09-02T04:00:00.000Z,New Orleans 1982,1268
"""Struttinâ With Some Barbecue"" (camera B)",,,,New Orleans,New Orleans Jazz Reunion,"A ""New Orleans Jazz Reunion"" jam session, with spotty sound and remarks by Danny Barker, Al Rose, and Richard Allen. Posthumous award ceremony MCâd by Janette Kimball. Band includes Jeff Riddick, Lester Alexis, Danny Barker, Jimmy LaRocca, Edward Franks,",1982-05-01T04:00:00.000Z,New Orleans 1982,1269
Track-lining song (II),,,Railroad track near Greenville,Greenville,Track-lining reenactment,"Retired railroad crew workers re-enact a track-lining, with song.",1978-08-31T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1270
Track-lining song (II),,,,New Orleans,White Eagles Indian Parade,Short clips of a parade with Big Chief Jake Millon and his White Eagles Indians.,1982-05-01T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1271
Joke about a coon-hunt (II),,,,New Orleans,Treme Interviews,Interview with Iona Raybon and Beatrice Austin in the Treme neighborhood.,1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1272
Severe White and Zulu paraders on second lining,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1273
"""My Feet Canât Fail Me Now"" (camera A)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1274
"""My Feet Canât Fail Me Now"" (camera A)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1275
