clipname,namefirst,namelast,setting,ppl,sessionname,sessionnotes,startdate,name,id
B-flat blues,Butch,"Massico
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,138
B-flat blues,Butch,"Massico
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,139
B-flat blues,Les,"Muscat
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,140
B-flat blues,Les,"Muscat
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,141
"""He's Such A Nice Boy""",Paul,"Crawford
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,142
"""He's Such A Nice Boy""",Paul,"Crawford
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,143
"""He's Such A Nice Boy""",Jeff,"Riddick
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,144
"""He's Such A Nice Boy""",Jeff,"Riddick
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,145
"""He's Such A Nice Boy""",Raymond,"Burke
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,146
"""He's Such A Nice Boy""",Raymond,"Burke
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,147
"""He's Such A Nice Boy""",Raphael,"Benitez
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,148
"""He's Such A Nice Boy""",Raphael,"Benitez
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,149
"""He's Such A Nice Boy""",Jack,"Bachman
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,150
"""He's Such A Nice Boy""",Jack,"Bachman
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,151
"""He's Such A Nice Boy""",Butch,"Massico
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,152
"""He's Such A Nice Boy""",Butch,"Massico
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,153
"""He's Such A Nice Boy""",Les,"Muscat
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,154
"""He's Such A Nice Boy""",Les,"Muscat
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,155
Blues,Paul,"Crawford
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,156
Blues,Paul,"Crawford
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,157
Blues,Jeff,"Riddick
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,158
Blues,Jeff,"Riddick
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,159
Blues,Raymond,"Burke
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,160
Blues,Raymond,"Burke
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,161
Blues,Raphael,"Benitez
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,162
Blues,Raphael,"Benitez
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,163
Blues,Jack,"Bachman
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,164
Blues,Jack,"Bachman
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,165
Blues,Butch,"Massico
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,166
Blues,Butch,"Massico
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,167
Blues,Les,"Muscat
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,168
Blues,Les,"Muscat
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,169
"""Marmalade""",Paul,"Crawford
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,170
"""Marmalade""",Paul,"Crawford
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,171
"""Marmalade""",Jeff,"Riddick
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,172
"""Marmalade""",Jeff,"Riddick
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,173
"""Marmalade""",Raymond,"Burke
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,174
"""Marmalade""",Raymond,"Burke
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,175
"""Marmalade""",Raphael,"Benitez
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,176
"""Marmalade""",Raphael,"Benitez
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,177
"""Marmalade""",Jack,"Bachman
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,178
"""Marmalade""",Jack,"Bachman
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,179
"""Marmalade""",Butch,"Massico
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,180
"""Marmalade""",Butch,"Massico
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,181
"""Marmalade""",Les,"Muscat
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,182
"""Marmalade""",Les,"Muscat
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,183
Jazz Discussion (I),Paul,"Crawford
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,184
Jazz Discussion (I),Paul,"Crawford
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,185
Jazz Discussion (I),Jeff,"Riddick
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,186
Jazz Discussion (I),Jeff,"Riddick
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,187
Jazz Discussion (I),Raymond,"Burke
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,188
Jazz Discussion (I),Raymond,"Burke
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,189
Jazz Discussion (I),Raphael,"Benitez
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,190
Jazz Discussion (I),Raphael,"Benitez
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,191
Jazz Discussion (I),Jack,"Bachman
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,192
Jazz Discussion (I),Jack,"Bachman
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,193
Jazz Discussion (I),Butch,"Massico
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,194
Jazz Discussion (I),Butch,"Massico
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,195
Jazz Discussion (I),Les,"Muscat
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,196
Jazz Discussion (I),Les,"Muscat
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,197
Jazz Discussion (II),Paul,"Crawford
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,198
Jazz Discussion (II),Paul,"Crawford
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,199
Jazz Discussion (II),Jeff,"Riddick
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,200
Jazz Discussion (II),Jeff,"Riddick
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,201
Jazz Discussion (II),Raymond,"Burke
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,202
Jazz Discussion (II),Raymond,"Burke
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,203
Jazz Discussion (II),Raphael,"Benitez
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,204
Jazz Discussion (II),Raphael,"Benitez
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,205
Jazz Discussion (II),Jack,"Bachman
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,206
Jazz Discussion (II),Jack,"Bachman
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,207
Jazz Discussion (II),Butch,"Massico
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,208
Jazz Discussion (II),Butch,"Massico
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,209
Jazz Discussion (II),Les,"Muscat
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,210
Jazz Discussion (II),Les,"Muscat
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,211
Jazz discussion (III),Butch,"Massico
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,212
Jazz discussion (III),Butch,"Massico
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,213
Jazz discussion (III),Jeff,"Riddick
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,214
Jazz discussion (III),Jeff,"Riddick
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,215
"""Get 'Em From the Peanut Man (Hot Nuts)""",Paul,"Crawford
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,216
"""Get 'Em From the Peanut Man (Hot Nuts)""",Paul,"Crawford
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,217
"""Get 'Em From the Peanut Man (Hot Nuts)""",Jeff,"Riddick
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,218
"""Get 'Em From the Peanut Man (Hot Nuts)""",Jeff,"Riddick
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,219
"""Get 'Em From the Peanut Man (Hot Nuts)""",Raymond,"Burke
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,220
"""Get 'Em From the Peanut Man (Hot Nuts)""",Raymond,"Burke
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,221
"""Get 'Em From the Peanut Man (Hot Nuts)""",Raphael,"Benitez
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,222
"""Get 'Em From the Peanut Man (Hot Nuts)""",Raphael,"Benitez
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,223
"""Get 'Em From the Peanut Man (Hot Nuts)""",Jack,"Bachman
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,224
